scenario,condition,reward,response_index,rank,feature_label,activation,source_log
Prompting (Offer: 65),prompting,,39,8,"The assistant should maintain a careful, diplomatic tone while discussing sensitive topics",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,39,9,Negotiation strategies and tactics being discussed,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,39,10,Rejection and prevention of rejection in medical and emotional contexts,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,1,Economic tradeoffs and payoff structures in social contexts,157.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,2,Game theory concepts involving cooperation versus competition,57.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,3,Formal offer and counteroffer language in negotiations,44.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,5,Probability-based decision making scenarios with explicit numerical comparisons,37.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,6,The assistant should select between provided options,28.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,7,Rational choice theory and utility maximization in formal decision-making,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,8,Ensuring fairness and equal treatment,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,9,Negotiation strategies and tactics being discussed,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Prompting (Offer: 65),prompting,,40,10,Rejection and prevention of rejection in medical and emotional contexts,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,1,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,2,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,3,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,4,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,5,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,6,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,7,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,8,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,9,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,10,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,11,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,12,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,13,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,14,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,1,Altruistic and selfless behavior or intentions,247.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,2,Economic tradeoffs and payoff structures in social contexts,174.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,3,Game theory concepts involving cooperation versus competition,53.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,4,Coordinating conjunctions connecting related concepts in formal writing,32.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,5,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,6,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,8,The assistant is explaining why it cannot fulfill an unethical request,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,9,Character decision-making and multi-step action sequences in narratives,23.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,15,10,"Discussions of egoism and self-interest, especially in moral contexts",22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,16,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,1,Altruistic and selfless behavior or intentions,235.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,2,Economic tradeoffs and payoff structures in social contexts,158.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,3,Game theory concepts involving cooperation versus competition,51.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,4,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,5,Technical setup and configuration states in experimental procedures,30.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,8,"Discussions of egoism and self-interest, especially in moral contexts",20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,9,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,17,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
